Student_ID,Attendance_Rate,Study_Hours,Previous_Scores,Internet_Access,Result
5868,74.5,9.2,86.4,Yes,Pass
5869,77.2,20.0,72.5,Yes,Pass
5870,67.2,2.6,65.0,Yes,Fail
5871,100.0,14.9,88.5,Yes,Pass
5872,95.4,1.1,97.6,Yes,Pass
5873,56.3,3.2,71.2,No,Pass
5874,78.5,1.6,82.1,Yes,Fail
5875,65.9,6.7,76.5,Yes,Pass
5876,59.8,8.1,74.6,Yes,Pass
5877,54.9,1.2,66.3,Yes,Fail
5878,,8.8,87.1,Yes,Pass
5879,64.8,5.3,65.8,Yes,Pass
5880,89.5,7.4,91.3,Yes,Pass
5881,89.9,9.7,93.5,Yes,Pass
5882,95.6,6.8,94.8,Yes,Pass
5883,62.2,1.0,78.6,Yes,Fail
5884,82.1,3.0,85.7,Yes,Pass
5885,84.5,1.2,94.0,Yes,Pass
5886,67.9,0.5,51.2,Yes,Fail
5887,63.4,1.5,80.2,Yes,Fail
5888,99.1,3.2,100.0,Yes,Pass
5889,78.4,14.1,73.0,Yes,Pass
5890,84.5,4.0,74.9,No,Pass
5891,62.7,5.4,84.2,Yes,Pass
5892,56.7,2.7,59.1,Yes,Pass
5893,,3.5,66.6,Yes,Fail
5894,73.1,4.3,78.2,Yes,Pass
5895,59.0,3.3,61.5,Yes,Fail
5896,74.9,6.2,86.2,Yes,Pass
5897,49.7,2.4,56.9,Yes,Fail
5898,58.2,1.1,72.7,Yes,Fail
5899,85.1,0.9,85.4,Yes,Fail
5900,84.1,7.7,98.7,Yes,Pass
5901,69.1,0.2,86.2,No,Fail
5902,59.7,3.4,64.6,Yes,Fail
5903,59.6,1.5,57.2,Yes,Fail
5904,69.4,6.4,83.1,No,Pass
5905,84.7,4.1,75.8,Yes,Pass
5906,,4.2,81.1,No,Pass
5907,67.6,4.5,63.2,Yes,Fail
5908,57.7,4.4,75.6,No,Pass
5909,79.0,1.1,73.0,Yes,Pass
5910,62.6,2.8,70.9,No,Fail
5911,67.2,1.9,73.4,Yes,Fail
5912,94.9,2.2,89.3,Yes,Pass
5913,87.4,4.4,90.3,Yes,Pass
5914,77.4,7.7,76.3,Yes,Pass
5915,55.9,7.5,60.5,Yes,Fail
5916,78.2,5.0,60.5,Yes,Pass
5917,90.9,2.9,86.5,Yes,Pass
5918,69.4,4.2,73.1,Yes,Pass
5919,95.3,6.8,80.5,Yes,Pass
5920,94.4,2.2,87.8,Yes,Fail
5921,100.0,4.0,98.6,Yes,Pass
5922,79.6,2.6,90.9,Yes,Pass
5923,83.8,2.2,66.5,Yes,Fail
5924,96.2,3.9,84.5,Yes,Pass
5925,81.7,2.9,90.5,Yes,Pass
5926,67.5,5.1,89.7,Yes,Pass
5927,68.3,3.0,66.0,Yes,Fail
5928,78.6,3.6,93.1,Yes,Pass
5929,55.6,1.1,54.3,Yes,Fail
5930,72.9,7.1,87.9,Yes,Pass
5931,91.4,7.2,82.9,Yes,Pass
5932,42.1,1.9,76.7,Yes,Fail
5933,98.0,2.1,84.4,No,Pass
5934,91.8,4.6,82.8,Yes,Pass
5935,,2.7,72.7,Yes,Pass
5936,83.2,4.9,66.2,Yes,Pass
5937,75.0,10.2,59.9,Yes,Pass
5938,93.4,2.0,91.8,Yes,Pass
5939,89.7,7.5,94.7,Yes,Pass
5940,54.0,1.7,73.1,Yes,Fail
5941,,2.2,69.4,Yes,Fail
5942,71.9,4.6,80.8,Yes,Pass
5943,76.2,6.2,68.2,Yes,Pass
5944,64.1,10.0,76.1,Yes,Pass
5945,100.0,12.4,100.0,Yes,Pass
5946,90.6,3.2,89.0,Yes,Pass
5947,63.9,4.0,86.6,Yes,Pass
5948,55.0,5.1,66.0,Yes,Fail
5949,69.2,3.9,72.4,Yes,Pass
5950,81.5,3.2,81.4,Yes,Fail
5951,78.6,2.6,65.9,Yes,Fail
5952,93.8,6.2,82.9,Yes,Pass
5953,86.8,10.1,80.2,Yes,Pass
5954,89.5,1.0,81.9,Yes,Pass
5955,79.9,3.4,82.6,No,Pass
5956,54.2,1.0,52.3,Yes,Fail
5957,,6.0,64.6,Yes,Pass
5958,90.9,2.2,96.8,Yes,Pass
5959,74.2,9.2,57.0,No,Pass
5960,82.5,3.6,87.4,Yes,Pass
5961,70.2,6.0,71.4,Yes,Pass
5962,59.6,2.0,71.4,Yes,Fail
5963,73.1,4.5,92.1,No,Fail
5964,79.6,4.4,78.5,Yes,Fail
5965,65.2,5.4,78.9,Yes,Pass
5966,71.5,2.4,76.3,No,Fail
5967,60.9,8.6,69.4,Yes,Pass
5968,91.8,5.2,83.6,Yes,Pass
5969,70.6,9.7,82.3,Yes,Fail
5970,,1.1,81.1,Yes,Fail
5971,97.9,4.5,77.6,Yes,Pass
5972,73.8,3.5,77.6,Yes,Fail
5973,59.9,12.6,71.9,Yes,Pass
5974,,6.3,43.6,Yes,Fail
5975,52.9,3.9,66.3,Yes,Fail
5976,54.4,6.1,54.9,Yes,Pass
5977,95.7,2.8,94.1,Yes,Pass
5978,76.7,5.5,60.3,No,Fail
5979,80.8,17.3,99.7,Yes,Pass
5980,41.7,2.5,57.5,Yes,Fail
5981,57.0,4.4,59.9,No,Pass
5982,88.3,2.1,81.3,Yes,Fail
5983,79.3,1.8,85.2,Yes,Pass
5984,72.8,7.5,85.3,Yes,Pass
5985,83.5,1.5,79.0,Yes,Pass
5986,99.5,5.5,75.4,Yes,Pass
5987,,7.2,63.7,Yes,Pass
5988,76.0,2.9,80.9,No,Fail
5989,77.9,9.5,88.8,No,Pass
5990,100.0,9.0,100.0,No,Pass
5991,43.5,2.9,63.4,Yes,Fail
5992,85.2,1.2,92.3,Yes,Pass
5993,73.3,5.8,95.8,Yes,Pass
5994,83.5,3.8,93.7,Yes,Pass
5995,,4.6,81.8,Yes,Pass
5996,74.3,5.7,69.1,Yes,Fail
5997,85.7,1.0,92.5,Yes,Pass
5998,100.0,2.8,94.6,Yes,Pass
5999,87.1,11.7,90.1,Yes,Pass
6000,62.3,4.7,83.8,Yes,Pass
6001,68.6,6.0,77.9,Yes,Pass
6002,68.2,4.4,73.1,Yes,Fail
6003,48.1,5.9,53.4,Yes,Fail
6004,70.0,8.8,72.0,Yes,Pass
6005,86.0,0.6,85.1,Yes,Fail
6006,55.9,6.9,70.7,Yes,Pass
6007,90.7,3.9,87.8,Yes,Pass
6008,82.3,7.7,90.7,Yes,Pass
6009,64.0,3.0,80.7,Yes,Pass
6010,72.9,2.9,75.8,Yes,Fail
6011,99.0,1.4,81.0,Yes,Pass
6012,86.0,4.0,86.8,Yes,Pass
6013,75.1,1.3,100.0,No,Pass
6014,71.4,3.7,78.9,Yes,Fail
6015,76.1,4.6,75.1,No,Pass
6016,67.3,2.3,79.0,Yes,Pass
6017,,0.9,67.7,Yes,Pass
6018,100.0,0.7,95.8,Yes,Pass
6019,77.3,1.7,92.4,Yes,Fail
6020,81.0,0.6,84.4,Yes,Pass
6021,74.1,4.5,90.3,Yes,Pass
6022,64.0,17.6,74.3,Yes,Pass
6023,72.2,1.4,91.2,Yes,Pass
6024,51.0,20.0,77.6,Yes,Pass
6025,,4.4,99.2,Yes,Pass
6026,56.5,5.1,76.1,Yes,Pass
6027,59.5,1.0,92.8,Yes,Pass
6028,68.4,4.7,85.0,Yes,Pass
6029,,2.7,78.7,No,Fail
6030,75.2,11.2,80.1,Yes,Pass
6031,56.5,0.7,65.6,Yes,Fail
6032,93.8,2.7,100.0,Yes,Fail
6033,86.0,2.0,95.5,Yes,Pass
6034,83.1,5.3,100.0,Yes,Pass
6035,85.7,0.3,75.3,No,Fail
6036,100.0,11.0,100.0,Yes,Pass
6037,100.0,5.1,76.4,No,Pass
6038,64.7,4.9,56.4,No,Fail
6039,99.4,1.4,85.7,Yes,Fail
6040,80.7,7.1,95.5,Yes,Pass
6041,82.5,6.6,71.3,Yes,Pass
6042,49.6,9.4,64.6,Yes,Pass
6043,72.4,3.2,88.1,Yes,Pass
6044,62.8,0.9,79.9,Yes,Fail
6045,87.4,2.4,100.0,Yes,Pass
6046,91.1,7.9,85.6,Yes,Pass
6047,43.9,2.7,57.5,Yes,Fail
6048,74.7,14.4,66.4,Yes,Pass
6049,91.8,7.3,82.2,Yes,Pass
6050,72.2,13.1,65.1,Yes,Pass
6051,85.9,2.8,65.0,Yes,Pass
6052,80.3,5.6,99.8,Yes,Pass
6053,80.1,1.8,80.5,Yes,Pass
6054,70.9,7.5,100.0,Yes,Pass
6055,56.8,5.9,60.0,Yes,Fail
6056,58.2,7.0,64.8,No,Pass
6057,85.6,3.1,75.0,No,Fail
6058,75.3,4.6,71.2,Yes,Pass
6059,,4.4,85.2,No,Pass
6060,68.6,3.1,80.0,Yes,Pass
6061,70.4,4.8,84.0,No,Fail
6062,90.7,5.4,98.8,Yes,Pass
6063,70.0,6.1,86.1,Yes,Pass
6064,54.9,3.0,57.4,Yes,Fail
6065,86.2,7.2,77.9,No,Pass
6066,71.9,6.9,77.2,Yes,Pass
6067,75.5,6.2,100.0,Yes,Pass
6068,99.1,7.6,97.3,Yes,Pass
6069,74.7,3.6,78.4,Yes,Pass
6070,79.3,1.5,86.4,Yes,Pass
6071,57.3,6.9,62.6,Yes,Pass
6072,71.7,2.6,78.5,Yes,Pass
6073,84.1,1.0,91.6,Yes,Pass
6074,51.7,2.7,65.6,No,Fail
6075,78.0,4.7,71.4,Yes,Pass
6076,76.5,10.4,77.5,Yes,Pass
6077,75.6,5.4,74.6,Yes,Pass
6078,90.6,7.6,71.7,Yes,Pass
6079,80.0,6.8,74.3,Yes,Pass
6080,97.2,5.2,74.7,Yes,Pass
6081,60.1,3.4,57.7,Yes,Fail
6082,77.0,1.8,67.1,Yes,Pass
6083,76.3,15.5,87.7,Yes,Pass
6084,59.0,2.7,84.4,No,Pass
6085,89.3,3.3,69.3,Yes,Pass
6086,,3.8,100.0,No,Pass
6087,,2.7,66.1,Yes,Pass
6088,82.6,6.0,88.8,Yes,Pass
6089,76.3,2.7,80.7,No,Fail
6090,64.3,3.3,78.5,Yes,Pass
6091,47.7,2.5,52.2,Yes,Fail
6092,64.4,3.2,54.1,Yes,Pass
6093,,1.5,59.0,Yes,Fail
6094,100.0,1.2,94.3,Yes,Pass
6095,73.3,11.9,96.2,Yes,Pass
6096,69.8,7.6,64.6,Yes,Pass
6097,88.3,10.7,83.2,Yes,Pass
6098,58.2,11.3,61.6,Yes,Pass
6099,63.5,2.0,71.6,Yes,Fail
6100,76.0,10.4,58.7,Yes,Pass
6101,90.4,8.6,100.0,Yes,Pass
6102,82.5,3.2,81.5,Yes,Pass
6103,78.7,5.4,88.5,Yes,Pass
6104,76.2,7.5,75.8,Yes,Fail
6105,81.0,6.4,82.4,Yes,Pass
6106,78.0,3.8,90.3,Yes,Pass
6107,,4.7,71.1,Yes,Fail
6108,,5.8,79.5,Yes,Fail
6109,58.9,3.1,61.5,Yes,Fail
6110,76.2,6.3,72.8,Yes,Pass
6111,67.8,2.4,63.8,No,Pass
6112,100.0,10.6,82.6,Yes,Pass
6113,74.4,8.3,89.7,Yes,Pass
6114,53.9,7.6,85.0,Yes,Pass
6115,73.0,5.6,64.0,Yes,Fail
6116,82.8,5.0,85.4,Yes,Pass
6117,100.0,8.5,86.8,Yes,Pass
6118,,1.6,87.1,Yes,Pass
6119,51.3,2.1,67.0,No,Fail
6120,87.3,6.4,83.6,Yes,Pass
6121,54.3,4.1,59.7,Yes,Fail
6122,68.5,2.7,58.9,Yes,Fail
6123,71.1,9.0,83.2,Yes,Pass
6124,74.0,4.6,80.5,Yes,Pass
6125,85.3,5.4,86.4,Yes,Pass
6126,64.7,9.1,66.4,Yes,Pass
6127,70.9,3.8,74.0,Yes,Pass
6128,74.8,14.5,85.3,Yes,Pass
6129,77.2,1.7,88.4,Yes,Fail
6130,76.5,8.9,66.5,Yes,Pass
6131,81.5,2.8,74.4,No,Fail
6132,87.7,8.0,70.0,Yes,Pass
6133,80.9,2.4,82.5,No,Fail
6134,81.8,1.2,89.7,Yes,Pass
6135,51.3,8.1,62.9,Yes,Pass
6136,75.8,3.2,71.3,Yes,Fail
6137,82.2,1.2,77.7,No,Pass
6138,85.9,8.3,100.0,Yes,Pass
6139,64.6,5.0,84.2,Yes,Fail
6140,65.1,3.2,79.9,Yes,Fail
6141,66.4,5.6,76.4,No,Fail
6142,83.0,3.8,81.4,No,Pass
6143,90.5,3.4,76.2,Yes,Pass
6144,68.9,7.4,63.8,Yes,Fail
6145,88.6,5.0,78.6,Yes,Pass
6146,76.9,2.3,68.9,Yes,Pass
6147,73.1,4.2,70.5,No,Pass
6148,71.8,7.3,74.9,Yes,Pass
6149,86.2,1.7,82.8,Yes,Fail
6150,79.9,9.5,73.7,Yes,Pass
6151,100.0,4.9,95.0,Yes,Pass
6152,62.2,4.6,69.2,Yes,Pass
6153,82.8,4.8,83.5,Yes,Pass
6154,67.1,12.3,66.1,Yes,Pass
6155,62.0,4.2,77.9,Yes,Fail
6156,74.8,3.2,72.1,Yes,Pass
6157,77.1,3.8,94.6,Yes,Pass
6158,100.0,8.1,87.8,No,Pass
6159,72.2,6.6,75.2,Yes,Pass
6160,58.0,4.3,74.9,Yes,Pass
6161,,16.4,87.7,Yes,Pass
6162,43.9,6.2,71.1,Yes,Fail
6163,73.6,2.0,94.6,Yes,Pass
6164,75.2,0.6,84.2,Yes,Pass
6165,86.9,6.7,82.8,Yes,Pass
6166,89.6,3.4,79.5,No,Pass
6167,67.4,1.1,72.4,Yes,Fail
6168,,3.9,91.2,Yes,Pass
6169,63.5,7.0,57.9,Yes,Fail
6170,58.1,3.7,60.9,Yes,Pass
6171,79.6,4.1,77.6,Yes,Pass
6172,55.9,0.5,59.6,Yes,Fail
6173,68.8,6.7,70.3,Yes,Pass
6174,60.1,0.9,88.1,Yes,Fail
6175,83.2,2.6,78.6,Yes,Pass
6176,100.0,5.2,94.1,Yes,Pass
6177,55.5,2.2,51.2,No,Fail
6178,47.2,2.6,52.6,Yes,Fail
6179,,5.0,85.9,Yes,Pass
6180,75.2,5.3,94.3,No,Pass
6181,78.3,4.4,81.4,Yes,Pass
6182,68.3,0.5,71.1,Yes,Fail
6183,72.0,0.7,81.0,Yes,Pass
6184,80.5,8.0,54.3,Yes,Fail
6185,90.6,3.1,87.6,Yes,Pass
6186,45.7,18.3,52.4,No,Pass
6187,69.5,5.0,82.7,Yes,Pass
6188,78.2,14.3,57.2,Yes,Pass
6189,61.2,3.7,64.3,Yes,Fail
6190,100.0,2.8,89.6,Yes,Pass
6191,65.5,6.7,65.1,Yes,Pass
6192,74.4,9.2,73.4,Yes,Pass
6193,,3.7,90.7,Yes,Pass
6194,66.1,6.6,72.8,No,Pass
6195,47.3,0.9,54.3,Yes,Fail
6196,68.6,2.0,83.7,Yes,Fail
6197,90.4,5.7,87.7,No,Pass
6198,69.9,3.2,77.9,Yes,Pass
6199,62.3,5.2,62.2,Yes,Fail
6200,88.9,5.8,59.0,Yes,Fail
6201,70.0,6.5,65.9,Yes,Pass
6202,67.3,7.9,63.6,Yes,Pass
6203,77.2,8.1,72.5,Yes,Pass
6204,86.6,1.7,74.9,Yes,Pass
6205,100.0,3.7,91.1,Yes,Pass
6206,87.4,3.6,92.5,No,Pass
6207,92.4,4.0,97.0,Yes,Pass
6208,67.4,3.4,82.1,Yes,Pass
6209,59.6,4.2,60.8,Yes,Fail
6210,75.9,2.5,78.5,Yes,Fail
6211,76.6,7.6,94.0,Yes,Pass
6212,58.8,5.8,53.6,Yes,Fail
6213,72.4,2.5,89.7,No,Fail
6214,81.0,4.3,70.5,Yes,Pass
6215,80.4,13.4,83.1,Yes,Pass
6216,82.6,1.7,85.4,Yes,Pass
6217,79.4,2.1,81.6,Yes,Pass
6218,67.4,7.8,96.0,Yes,Fail
6219,67.3,11.6,70.6,No,Pass
6220,57.0,5.3,52.1,Yes,Fail
6221,100.0,4.5,93.6,Yes,Pass
6222,75.2,1.5,75.9,Yes,Fail
6223,71.6,3.0,81.3,Yes,Fail
6224,61.1,2.8,79.4,Yes,Fail
6225,100.0,3.0,89.7,Yes,Pass
6226,58.9,2.3,73.8,Yes,Fail
6227,68.6,1.4,75.7,Yes,Pass
6228,81.2,6.8,98.5,Yes,Pass
6229,84.0,5.6,78.3,Yes,Pass
6230,89.4,1.4,77.8,Yes,Pass
6231,,4.3,98.8,Yes,Pass
6232,82.6,3.3,72.0,Yes,Pass
6233,59.2,12.5,73.5,Yes,Pass
6234,,9.8,73.9,Yes,Pass
6235,79.6,12.4,78.8,Yes,Pass
6236,100.0,2.9,100.0,Yes,Pass
6237,54.0,0.8,79.3,Yes,Pass
6238,93.0,1.6,96.7,Yes,Pass
6239,77.7,3.0,84.2,Yes,Pass
6240,87.6,3.5,76.9,Yes,Pass
6241,73.5,12.6,79.4,Yes,Pass
6242,62.4,7.6,77.0,Yes,Pass
6243,86.3,5.6,85.1,No,Pass
6244,84.8,9.8,83.3,Yes,Pass
6245,89.6,6.3,80.8,Yes,Pass
6246,74.8,7.2,80.1,No,Pass
6247,66.0,3.3,67.7,Yes,Fail
6248,51.6,1.1,72.8,Yes,Fail
6249,87.3,0.9,63.5,No,Fail
6250,81.4,0.9,94.3,Yes,Fail
6251,60.5,6.7,57.1,Yes,Fail
6252,66.9,2.2,62.8,Yes,Fail
6253,68.0,3.3,78.1,No,Pass
6254,52.8,1.3,71.8,Yes,Fail
6255,62.7,9.0,92.1,No,Pass
6256,58.0,4.2,72.0,Yes,Pass
6257,68.8,5.0,74.0,Yes,Pass
6258,63.9,5.4,73.9,No,Fail
6259,50.6,5.9,81.2,Yes,Pass
6260,100.0,9.3,100.0,No,Pass
6261,93.8,6.9,85.1,Yes,Pass
6262,63.3,1.8,77.1,No,Fail
6263,79.1,2.1,78.8,No,Fail
6264,81.3,20.0,79.7,Yes,Pass
6265,,8.2,100.0,Yes,Pass
6266,62.7,16.7,62.1,Yes,Pass
6267,91.4,3.5,62.4,Yes,Fail
6268,,11.5,76.6,Yes,Pass
6269,55.0,6.0,79.5,Yes,Fail
6270,85.9,5.2,85.1,Yes,Pass
6271,94.4,4.3,92.2,Yes,Pass
6272,100.0,7.5,97.5,No,Pass
6273,57.0,6.2,69.6,Yes,Fail
6274,85.5,3.7,88.3,Yes,Pass
6275,68.9,2.6,79.8,Yes,Pass
6276,86.8,3.8,63.8,Yes,Fail
6277,52.9,4.2,67.6,No,Fail
6278,56.1,3.1,52.3,Yes,Pass
6279,63.4,2.0,71.3,Yes,Fail
6280,76.2,4.4,73.1,Yes,Pass
6281,65.4,5.7,83.0,Yes,Fail
6282,84.9,5.2,84.9,Yes,Pass
6283,90.4,1.6,89.9,Yes,Fail
6284,84.0,12.4,80.1,Yes,Pass
6285,99.3,14.4,100.0,Yes,Pass
6286,81.2,6.6,64.6,No,Pass
6287,56.7,7.6,59.4,Yes,Pass
6288,95.5,5.0,100.0,Yes,Pass
6289,65.9,5.5,68.6,Yes,Pass
6290,88.7,0.8,62.9,No,Pass
6291,98.6,3.9,100.0,No,Pass
6292,81.9,4.0,91.7,Yes,Pass
6293,52.6,14.1,73.4,No,Pass
6294,61.2,3.4,71.5,No,Fail
6295,94.8,12.3,100.0,Yes,Pass
6296,72.5,4.3,88.8,Yes,Pass
6297,76.2,3.0,93.6,Yes,Pass
6298,86.4,0.9,90.2,Yes,Pass
6299,85.4,5.4,83.9,Yes,Pass
6300,79.2,2.2,75.6,Yes,Fail
6301,71.9,1.0,63.3,No,Pass
6302,70.3,6.6,80.2,Yes,Pass
6303,87.9,5.6,89.8,Yes,Pass
6304,83.3,5.9,78.2,Yes,Pass
6305,71.1,4.3,81.7,Yes,Pass
6306,91.2,2.4,82.3,Yes,Pass
6307,73.1,1.8,85.2,Yes,Fail
6308,62.2,11.2,62.3,Yes,Pass
6309,63.6,7.0,61.2,Yes,Fail
6310,60.3,8.3,67.7,Yes,Fail
6311,70.9,3.8,83.7,Yes,Pass
6312,93.5,2.2,75.2,Yes,Pass
6313,62.9,2.0,81.9,Yes,Pass
6314,77.8,4.5,62.5,Yes,Fail
6315,65.1,2.3,70.1,Yes,Fail
6316,71.1,0.8,61.4,Yes,Fail
6317,52.3,6.4,40.1,No,Fail
6318,71.7,8.3,79.5,Yes,Pass
6319,72.1,2.7,74.3,No,Pass
6320,,1.0,67.6,Yes,Pass
6321,78.3,4.8,74.0,Yes,Pass
6322,57.0,3.8,72.9,Yes,Pass
6323,91.3,3.2,82.0,Yes,Pass
6324,78.2,5.8,77.1,No,Pass
6325,78.0,4.6,75.0,Yes,Fail
6326,74.9,5.7,71.6,Yes,Pass
6327,67.2,4.5,67.6,Yes,Pass
6328,78.3,2.3,72.9,Yes,Pass
6329,82.1,2.1,73.5,No,Pass
6330,48.8,4.3,54.2,Yes,Fail
6331,66.9,7.9,69.7,No,Pass
6332,71.2,4.6,69.2,Yes,Pass
6333,78.8,2.5,68.7,Yes,Fail
6334,92.9,4.8,94.1,Yes,Pass
6335,63.4,4.9,84.0,Yes,Pass
6336,67.5,2.3,73.7,Yes,Fail
6337,67.3,14.3,74.3,Yes,Pass
6338,63.0,7.6,64.6,Yes,Fail
6339,69.8,3.8,85.6,Yes,Fail
6340,86.6,13.6,100.0,Yes,Pass
6341,59.2,5.4,68.0,No,Fail
6342,81.4,5.1,75.5,Yes,Fail
6343,49.5,10.5,68.2,Yes,Pass
6344,66.6,7.6,74.6,No,Pass
6345,70.1,6.0,70.0,Yes,Pass
6346,100.0,3.1,94.7,Yes,Pass
6347,70.9,4.2,84.8,Yes,Pass
6348,42.0,3.8,53.1,No,Fail
6349,45.0,2.5,87.9,Yes,Fail
6350,75.5,17.4,62.4,Yes,Pass
6351,84.2,7.7,73.6,Yes,Pass
6352,,3.6,82.6,Yes,Fail
6353,77.5,5.6,100.0,No,Pass
6354,92.4,3.8,80.6,Yes,Pass
6355,66.9,2.2,62.8,Yes,Pass
6356,88.4,0.7,89.7,No,Pass
6357,50.5,5.9,62.8,Yes,Pass
6358,61.4,4.3,77.4,Yes,Pass
6359,47.9,9.2,63.2,Yes,Pass
6360,70.9,2.8,66.9,No,Fail
6361,74.3,9.2,100.0,Yes,Pass
6362,76.7,9.9,48.8,Yes,Pass
6363,75.9,8.3,96.2,Yes,Pass
6364,61.1,7.4,79.9,No,Pass
6365,72.1,4.0,68.6,Yes,Fail
6366,52.5,9.1,85.0,Yes,Pass
6367,95.4,8.1,74.0,Yes,Pass
6368,70.4,4.7,85.3,No,Pass
6369,67.7,1.0,53.0,No,Fail
6370,98.8,3.5,77.9,Yes,Pass
6371,56.4,8.4,56.7,Yes,Pass
6372,58.1,5.4,61.5,Yes,Pass
6373,58.6,3.0,69.4,Yes,Pass
6374,74.0,4.5,68.7,Yes,Pass
6375,81.5,4.7,60.4,Yes,Pass
6376,86.1,2.1,87.7,No,Pass
6377,100.0,2.9,90.5,Yes,Pass
6378,41.3,16.5,64.7,Yes,Pass
6379,84.1,0.2,83.8,Yes,Pass
6380,66.6,4.4,82.8,Yes,Pass
6381,66.2,8.4,72.3,Yes,Fail
6382,65.7,4.4,83.0,Yes,Fail
6383,,2.7,62.9,Yes,Fail
6384,100.0,3.3,82.8,Yes,Pass
6385,87.6,13.9,97.6,Yes,Pass
6386,75.3,6.8,91.2,Yes,Pass
6387,95.3,6.5,93.4,Yes,Pass
6388,52.3,4.0,57.3,No,Fail
6389,55.0,5.1,57.8,Yes,Fail
6390,,1.9,74.4,Yes,Pass
6391,64.5,14.4,85.0,Yes,Pass
6392,77.4,7.1,78.1,Yes,Pass
6393,76.5,4.4,100.0,Yes,Pass
6394,77.2,4.9,83.2,Yes,Pass
6395,53.8,6.2,55.8,Yes,Pass
6396,87.0,1.8,80.7,Yes,Fail
6397,78.6,3.4,79.4,Yes,Pass
6398,86.0,1.9,83.9,No,Pass
6399,46.6,7.1,75.8,Yes,Pass
6400,79.7,1.4,70.3,Yes,Fail
6401,57.2,2.0,55.3,Yes,Fail
6402,69.0,7.7,80.5,No,Fail
6403,83.0,5.2,76.4,Yes,Pass
6404,76.4,12.9,100.0,Yes,Pass
6405,62.2,3.4,80.5,Yes,Pass
6406,75.1,3.9,72.3,Yes,Pass
6407,52.0,11.1,78.1,Yes,Pass
6408,92.3,9.2,93.5,Yes,Pass
6409,71.9,7.9,82.3,Yes,Pass
6410,91.8,2.4,84.7,Yes,Fail
6411,67.1,2.5,77.8,Yes,Pass
6412,67.1,4.1,52.5,Yes,Pass
6413,63.5,4.0,84.9,Yes,Pass
6414,88.1,2.4,49.7,Yes,Fail
6415,64.4,3.3,67.8,Yes,Fail
6416,84.7,4.2,66.4,Yes,Pass
6417,69.3,8.9,69.6,Yes,Pass
6418,45.4,10.6,62.0,No,Pass
6419,66.4,6.9,61.2,Yes,Pass
6420,57.3,1.2,40.9,Yes,Fail
6421,75.5,9.7,79.8,Yes,Pass
6422,57.1,7.0,89.4,Yes,Pass
6423,88.9,8.1,80.9,Yes,Pass
6424,73.6,2.5,86.4,No,Pass
6425,72.3,11.4,91.2,Yes,Pass
6426,84.8,3.8,63.4,Yes,Fail
6427,89.5,2.4,80.2,No,Pass
6428,74.7,7.4,64.6,Yes,Pass
6429,63.4,4.2,63.6,Yes,Fail
6430,48.4,6.8,81.2,Yes,Pass
6431,64.7,3.3,74.6,Yes,Pass
6432,65.7,1.7,80.7,Yes,Fail
6433,76.6,3.2,77.9,Yes,Pass
6434,69.8,1.4,62.8,Yes,Fail
6435,85.3,7.0,89.4,Yes,Pass
6436,65.8,0.3,85.4,Yes,Pass
6437,74.1,9.3,80.2,Yes,Pass
6438,92.8,1.5,91.3,Yes,Pass
6439,80.1,8.5,67.7,Yes,Pass
6440,74.1,6.4,84.1,Yes,Pass
6441,66.0,0.6,86.5,Yes,Fail
6442,65.5,5.0,76.8,Yes,Fail
6443,62.2,1.3,53.1,Yes,Fail
6444,66.9,5.0,89.8,Yes,Pass
6445,86.3,2.6,73.7,Yes,Fail
6446,71.7,0.6,79.7,Yes,Pass
6447,54.8,6.2,76.9,Yes,Fail
6448,100.0,4.1,100.0,Yes,Pass
6449,79.8,4.4,61.9,Yes,Fail
6450,53.9,0.7,68.1,Yes,Fail
6451,68.4,0.7,74.7,Yes,Fail
6452,76.7,3.5,92.7,Yes,Pass
6453,100.0,8.4,94.6,Yes,Pass
6454,58.4,7.1,83.7,Yes,Pass
6455,89.6,6.0,90.2,Yes,Pass
6456,96.0,10.2,87.3,Yes,Pass
6457,65.6,2.7,74.7,Yes,Fail
6458,70.8,6.3,90.6,Yes,Pass
6459,59.5,1.0,56.8,Yes,Fail
6460,71.9,17.2,85.0,Yes,Pass
6461,74.5,2.3,71.0,Yes,Pass
6462,84.9,6.0,74.0,Yes,Pass
6463,91.4,12.7,95.9,Yes,Pass
6464,63.8,3.2,63.1,Yes,Fail
6465,45.5,5.9,66.5,Yes,Pass
6466,74.7,4.9,72.5,Yes,Fail
6467,79.4,3.1,56.1,Yes,Fail
6468,78.7,2.6,84.1,Yes,Pass
6469,70.1,1.5,76.3,Yes,Pass
6470,76.9,3.8,59.3,Yes,Fail
6471,97.7,2.4,81.9,Yes,Pass
6472,80.7,2.2,62.3,Yes,Fail
6473,69.4,6.6,82.0,No,Pass
6474,67.5,4.7,87.6,No,Pass
6475,72.5,8.7,84.7,Yes,Pass
6476,99.6,3.0,99.7,Yes,Pass
6477,72.3,1.6,71.0,Yes,Pass
6478,74.7,6.7,82.8,Yes,Pass
6479,67.8,6.9,73.8,Yes,Pass
6480,91.5,5.3,87.6,Yes,Pass
6481,100.0,2.2,99.6,Yes,Pass
6482,81.8,4.4,92.7,Yes,Pass
6483,76.2,1.5,74.2,No,Fail
6484,75.6,2.3,63.7,Yes,Fail
6485,39.2,9.5,57.7,No,Pass
6486,86.2,2.8,80.9,Yes,Fail
